Issue Number,Alarm Severity,Status,Event Title,Airtel Site ID,ISM,ATC ID,Cluster,Regional Manager,Alarm Start Time,Alarm Cleared Time,DURATION,MTTR,MTTR RANGE,Root Cause,Specific Cause,Underlying Cause,Closing Details,Site Issue Type,ATC CLASS,AIRTEL CLASS,AIRTEL REGION,key
28492358,Closed,Major,SITE DOWN@AB1202/ FC5917,FC5917,I-ENG,405226,Lugbe,Uche Obasi,07/07/2024 13:40,07/07/2024 14:00,20.000000002328303,0.3333333333721384,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 214L ; RH : 11849",Incident,Platinum COLO,Silver,NORTH WEST,28492358_2024-07-07 13:40:00
28492242,Closed,Major,SITE DOWN@KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,07/07/2024 13:24,07/07/2024 14:31,66.99999999837019,1.116666666639503,<2hrs,Power,DG Fault,Generator Fault,FAULTY MAIN DG / MDG WAS DEPLOYED TO SITE /DL 177L RH 17134,Incident,Platinum COLO,Silver,NORTH WEST,28492242_2024-07-07 13:24:00
28492008,Closed,Major,SITE DOWN@KN0873,KN0873,I-ENG,627884,Hotoro,Usman Shaibu,07/07/2024 13:23,07/07/2024 15:39,136.00000000325963,2.266666666720994,>4hrs,Power,DG Fault,Faulty DG Starter Relay,"FAULTY KICK STARTER , KICK STARTER WAS REPLACED AND DG POWERED/ DL 1037L RH 9874",Incident,Platinum COLO,Silver,NORTH EAST,28492008_2024-07-07 13:23:00
28490841,Closed,Major,SITE DOWN AT KD0664,KD0664,I-ENG,408162,Abuja Road,Emmanuel Okolo,07/07/2024 12:09,07/07/2024 13:00,50.999999998603016,0.8499999999767169,<2hrs,Power,DG Fault,DG Starter Battery Fault,"DG WEAK BATTERY, EXTERNAL BATTERY  WAS USED, DG POWERED. DL=628L DGRH=13356",Incident,Platinum COLO,Silver,NORTH WEST,28490841_2024-07-07 12:09:00
28490136,Closed,Major,SITE DOWN@KG0023,KG0023,I-ENG,402327,Lokoja,Uche Obasi,07/07/2024 11:30,07/07/2024 11:38,8.000000005122274,0.1333333334187045,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS SERVICED /DL 1025L, RH 6056",Incident,Platinum,Platinum,NORTH WEST,28490136_2024-07-07 11:30:00
28490216,Closed,Major,SITE DOWN@KG0081,KG0081,I-ENG,402366,Lokoja,Uche Obasi,07/07/2024 11:11,07/07/2024 11:47,36.00000000209548,0.6000000000349246,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED/ DIESEL ELVEL 276L RH 14640,Incident,Platinum,Platinum,NORTH WEST,28490216_2024-07-07 11:11:00
28489472,Closed,Major,SITE DOWN@KN0201,KN0201,I-ENG,402495,Janguza,Usman Shaibu,07/07/2024 10:46,07/07/2024 12:22,95.99999999860302,1.599999999976717,<2hrs,Power,DG Fault,Faulty Priming Pump,"FAULTY INJECTOR  PUMP WAS SERVICED /DL 412L, RH 11084",Incident,Silver,Silver,NORTH EAST,28489472_2024-07-07 10:46:00
28488559,Closed,Major,SITE DOWN@KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,07/07/2024 09:46,07/07/2024 13:16,209.99999999301508,3.4999999998835847,>4hrs,Power,DG Fault,Generator Fault,FAULTY MAIN DG / MDG WAS DEPLOYED TO SITE /DL 177L RH 17134,Incident,Platinum COLO,Silver,NORTH WEST,28488559_2024-07-07 09:46:00
28488142,Closed,Major,SITE DOWN@AB1234,AB1234,I-ENG,408104,Lugbe,Uche Obasi,07/07/2024 09:13,07/07/2024 10:38,85.00000000465661,1.4166666667442769,<2hrs,Power,Fuel Outage,Low Fuel,LOW DIESEL LEVEL  DIESEL WAS TOPPED AND DG POWERED / SITE DISCONNECTED ON GALOOLI,Incident,Platinum COLO,Silver,NORTH WEST,28488142_2024-07-07 09:13:00
28487092,Closed,Major,SITE DOWN@KG0285,KG0285,I-ENG,402385,Kabba,Uche Obasi,07/07/2024 08:18,07/07/2024 13:22,303.9999999955762,5.066666666592937,>4hrs,Power,DG Fault,DG Alternator fault,FAR DISTANCE SITE/FAULTY DG MAIN ALTERNATOR/ MAIN ALTERNATOR WAS SWAPPED AND DG POWERED/,Incident,Silver,Silver,NORTH WEST,28487092_2024-07-07 08:18:00
28487080,Closed,Major,SITE DOWN@KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,07/07/2024 08:16,07/07/2024 09:39,82.99999999813735,1.3833333333022892,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED/ DIESEL ELVEL 177L RH 17134,Incident,Platinum COLO,Silver,NORTH WEST,28487080_2024-07-07 08:16:00
28486095,Closed,Major,SITE DOWN@KN0919,KN0919,I-ENG,627941,Kano 6,Usman Shaibu,07/07/2024 07:33,07/07/2024 08:13,40.00000000465661,0.6666666667442769,<2hrs,Power,DG Fault,Faulty Battery,"FLAT DG BATTERY , EXTERNAL BATTERY WAS USED TO POWER DG DL: 475 RH: 4119",Incident,Silver,Silver,NORTH EAST,28486095_2024-07-07 07:33:00
28486947,Closed,Major,SITE DOWN@AB1234,AB1234,I-ENG,408104,Lugbe,Uche Obasi,07/07/2024 07:03,07/07/2024 08:07,63.99999999906868,1.0666666666511446,<2hrs,Power,Fuel Outage,Low Fuel,LOW DIESEL LEVEL  DIESEL WAS TOPPED AND DG POWERED / SITE DISCONNECTED ON GALOOLI,Incident,Platinum COLO,Silver,NORTH WEST,28486947_2024-07-07 07:03:00
28485240,Closed,Major,SITE DOWN@ZM0337,ZM0337,I-ENG,408464,Kaura,Ibrahim Lawan,07/07/2024 06:27,07/07/2024 07:10,42.99999999348074,0.7166666665580124,<2hrs,Power,DG Fault,Generator Fault,"FSE ABDULJELIL  CONFIRMED FAULTY HAND PRIMER, IT WAS REPLACED_x000D_
DL:262_x000D_
GRH:14006",Incident,Platinum COLO,Silver,NORTH WEST,28485240_2024-07-07 06:27:00
28484787,Closed,Major,SITE DOWN@NI0064,NI0064,I-ENG,403450,Kontagora2,Yusuf Abdullahi,07/07/2024 05:53,07/07/2024 10:12,259.0000000060536,4.316666667,>4hrs,Power,DG Fault,Generator Fault,WEAK DG WAS PRIMED TO START. DL=1447L DGRH=18812,Incident,Platinum COLO,Gold,NORTH WEST,28484787_2024-07-07 05:53:00
28485222,Closed,Major,SITE DOWN @ KG0087,KG0087,I-ENG,402371,Lokoja,Uche Obasi,07/07/2024 05:09,07/07/2024 06:11,62.0,1.033333333,<2hrs,Power,DG Fault,Broken Suction Pipe,BROKEN FUEL HOSE WAS WORKED ON/DL 231L RH 14224,Incident,Platinum,Platinum,NORTH WEST,28485222_2024-07-07 05:09:00
28483002,Closed,Major,SITE DOWN@KB0212,KB0212,I-ENG,402106,Koko,John  Adejo,07/07/2024 03:18,07/07/2024 04:00,42.00000000069849,0.7000000000116415,<2hrs,Power,DG Fault,DG Coolant low,"FSE UMARU  CONFIRMED HIGH TEMP ON DG DUE TO LOW WATER LEVEL IN RADIATOR, RADIATOR FLUSHED AND WATER WAS ADDED_x000D_
DL:629_x000D_
GRH:26347",Incident,Silver,Silver,NORTH WEST,28483002_2024-07-07 03:18:00
28484639,Closed,Major,SITE DOWN@KB0461_MTN,KB0461,I-ENG,627736,Jega,John  Adejo,07/07/2024 02:00,07/07/2024 02:15,14.99999999650754,0.2499999999417923,<2hrs,Power,DG Fault,Radiator Leakages,"FSE FALALU CONFIRMED FAULTY RADIATOR, IT WAS FLUSHED_x000D_
DL:1490_x000D_
GRH:12345",Incident,Platinum COLO,Silver,NORTH WEST,28484639_2024-07-07 02:00:00
28481785,Closed,Major,SITE DOWN@KB0445,KB0445,I-ENG,627899,Yauri,John  Adejo,07/07/2024 01:48,07/07/2024 02:05,17.0,0.283333333,<2hrs,Power,DG Fault,Generator Failure,"FSE BELLO CONFIRMED DG UNDER VOLTAGE, IT WAS ADJUSTED AND DG POWERED_x000D_
DL:611_x000D_
GRH:5321",Incident,Silver,Silver,NORTH WEST,28481785_2024-07-07 01:48:00
28481065,Closed,Major,SITE DOWN @ AB0815,AB0815,I-ENG,404962,Lugbe,Uche Obasi,07/07/2024 00:12,07/07/2024 02:22,130.0000000046566,2.166666666744277,>4hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL PRESSURE 210L OF DEISEL WAS TOPPED (18166RH),Incident,Platinum COLO,Silver,NORTH WEST,28481065_2024-07-07 00:12:00
28480256,Closed,Major,SITE DOWN@KB0242,KB0242,I-ENG,402112,Koko,John  Adejo,07/07/2024 00:00,07/07/2024 00:30,30.00000000349246,0.5000000000582077,<2hrs,Power,DG Fault,Malfunctioning Battery,"FSE VICTOR CONFIRMED SYNC FAILURE FROM HYBRID/DG DUE TO DG FAILED TO START, ALARM CLEARED AND DG POWERED ON AUTO_x000D_
DL:721_x000D_
GRH:24801",Incident,Silver,Silver,NORTH WEST,28480256_2024-07-07 00:00:00
28527395,Closed,Major,SITE DOWN@AB1611,FC2371,I-ENG,627356,Lugbe,Uche Obasi,08/07/2024 23:28,08/07/2024 23:59,31.98333332897164,0.5330555554828607,<2hrs,Power,Fuel Outage,Low Fuel,FUEL LINE BLOCKAGE AND WAS CLEARED,Incident,Platinum COLO,Silver,NORTH WEST,28527395_2024-07-08 23:28:00
28527065,Closed,Major,SITE DOWN@KG0009,KG0009,I-ENG,402280,Okene,Uche Obasi,08/07/2024 23:20,08/07/2024 23:59,39.98333333409391,0.6663888889015652,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED/ DIESEL ELVEL 217L RH 4753,Incident,Platinum COLO,Silver,NORTH WEST,28527065_2024-07-08 23:20:00
28526255,Closed,Major,SITE DOWN AT KD0101,KD0101,I-ENG,402209,Kachia Road,Emmanuel Okolo,08/07/2024 22:37,08/07/2024 23:35,58.00000000046566,0.9666666666744276,<2hrs,Power,DG Fault,DG In stop Mode,TRIPPED DG LOAD BREAKER WAS ENABLED. DL=1625L DGRH=5589,Incident,Platinum COLO,Silver,NORTH WEST,28526255_2024-07-08 22:37:00
28526686,Closed,Major,SITE DOWN AT KD0063,KD0063,I-ENG,402181,Zaria 2,Emmanuel Okolo,08/07/2024 22:13,08/07/2024 23:50,97.00000000186265,1.6166666666977108,<2hrs,Power,DC Power,Rectifier Fault|Module Fault,FAULTY RECTIFIER MODULE WAS WORKED ON. DL=1495L DGRH= 15576,Incident,Platinum COLO,Silver,NORTH WEST,28526686_2024-07-08 22:13:00
28525999,Closed,Major,SITE DOWN@AB1359,FC2660-Z,I-ENG,409558,Kubwa,Uche Obasi,08/07/2024 22:08,08/07/2024 22:56,47.99999999930151,0.7999999999883585,<2hrs,Power,DC Power,Malfunctioning,HYBRID TO DG SYNCHR0NIZATION DUE TO  FAULTY AIRTECH CONTROLLER FROM THE RECTIFIER IT REMOTELY POWERED/dl 1037l rh 1206,Incident,Platinum COLO,Silver,NORTH WEST,28525999_2024-07-08 22:08:00
28526215,Closed,Major,SITE DOWN@KN0016,KN0016,I-ENG,402415,Sabon Gari,Usman Shaibu,08/07/2024 21:51,08/07/2024 22:03,11.999999997206032,0.1999999999534338,<2hrs,Power,DG Fault,DG Hard Start,"HYBRID TO DG SYNC FAILURE DUE TO DG FAILED TO START ALARM, IT WAS CLEARED AND DG POWERED/DL 311L/ RH  3589",Incident,Platinum COLO,Platinum,NORTH EAST,28526215_2024-07-08 21:51:00
28525569,Closed,Major,SITE DOWN AT NI0300,NI0300,I-ENG,403502,Suleja,Yusuf Abdullahi,08/07/2024 21:45,08/07/2024 23:23,98.00000000512227,1.6333333334187046,<2hrs,Power,DG Fault,DG Overheating,"DG HIGH TEMPERATURE ALARM DUE TO LOW COOLANT LEVEL, COOLANT LEVEL WAS TOPPED, DG POWERED. DL=N/A DGRH=N/A",Incident,Platinum COLO,Silver,NORTH WEST,28525569_2024-07-08 21:45:00
28524613,Closed,Major,SITE DOWN@ZM0423,ZM0423,I-ENG,627807,Kaura,Ibrahim Lawan,08/07/2024 20:16,08/07/2024 20:28,11.999999997206032,0.1999999999534338,<2hrs,Power,DG Fault,DC Breaker Fault|Overloaded DC Breaker,TRIPPED  DG LOAD BREAKER WAS ENABLED DL 247L RH 5975,Incident,Silver,Silver,NORTH WEST,28524613_2024-07-08 20:16:00
28524755,Closed,Major,SITE DOWN@KG0549,KG0549,I-ENG,408604,Idah,Uche Obasi,08/07/2024 19:52,08/07/2024 21:12,79.99999999883585,1.3333333333139308,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 403L ; RH : 8678",Incident,Silver,Silver,NORTH WEST,28524755_2024-07-08 19:52:00
28524243,Closed,Major,SITE DOWN@KG0203,KG0203,I-ENG,408616,Okene,Uche Obasi,08/07/2024 19:37,08/07/2024 21:10,92.99999999930152,1.5499999999883585,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 212L; RH : 2485",Incident,Silver,Silver,NORTH WEST,28524243_2024-07-08 19:37:00
28523192,Closed,Major,SITE DOWN AT KG0009,KG0009,I-ENG,402280,Okene,Uche Obasi,08/07/2024 18:56,08/07/2024 19:02,5.999999998603016,0.1,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED,Incident,Platinum COLO,Silver,NORTH WEST,28523192_2024-07-08 18:56:00
28523305,Closed,Major,SITE DOWN AT KD0058,KD0058,I-ENG,402176,Pambegwa,Emmanuel Okolo,08/07/2024 18:39,08/07/2024 19:06,26.999999993713573,0.4499999998952262,<2hrs,Power,DG Fault,DG Starter Battery Fault,"EXPLODED DG CRANK BATTERY, EXTERNAL BATTERY WAS USED, DG POWERED DL=1339L DGRH=9087A",Incident,Platinum,Platinum,NORTH WEST,28523305_2024-07-08 18:39:00
28523130,Closed,Major,SITE DOWN AT KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,08/07/2024 18:22,08/07/2024 21:35,193.0000000004657,3.216666666674428,2hrs - 4hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED, DL : 179 ; RH : 17134",Incident,Platinum COLO,Silver,NORTH WEST,28523130_2024-07-08 18:22:00
28523107,Closed,Major,SITE DOWN AT SKOO24,SK0024,I-ENG,404577,Sokoto Metro,John  Adejo,08/07/2024 18:16,08/07/2024 19:16,59.99999999650754,0.9999999999417925,<2hrs,Power,DC Power,DC Cable Fault|Burnt DC Cable,BURNT  DC CABLE FROM THE ATS WAS WORKED ON,Incident,Platinum COLO,Gold,NORTH WEST,28523107_2024-07-08 18:16:00
28523056,Closed,Major,SITE DOWN AT AB1332,AB1332,I-ENG,627091,Kubwa,Uche Obasi,08/07/2024 18:04,08/07/2024 19:13,68.99999999441206,1.1499999999068675,<2hrs,Power,DG Fault,Generator Fault,"WEAK DG / DG WAS PRIMED TO START/DL(984L), RH (7056)",Incident,Silver,Silver,NORTH WEST,28523056_2024-07-08 18:04:00
28521122,Closed,Major,SITE DOWN AT KG0391,KG0391,I-ENG,408209,Okene,Uche Obasi,08/07/2024 16:54,08/07/2024 17:15,20.99999999511056,0.3499999999185093,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED,Incident,Platinum COLO,Silver,NORTH WEST,28521122_2024-07-08 16:54:00
28521078,Closed,Major,SITE DOWN AT KG0083,KG0083,I-ENG,402367,Okene,Uche Obasi,08/07/2024 16:52,08/07/2024 23:59,427.9833333310671,7.133055555517785,>4hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED/DL 306L RH 4082,Incident,Platinum,Platinum,NORTH WEST,28521078_2024-07-08 16:52:00
28519585,Closed,Major,SITE DOWN AT KG0043,KG0043,I-ENG,402345,Okene,Uche Obasi,08/07/2024 15:32,08/07/2024 16:36,63.99999999906868,1.0666666666511446,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED",Incident,Platinum,Platinum,NORTH WEST,28519585_2024-07-08 15:32:00
28519047,Closed,Major,SITE DOWN AT KD0108 + SUBS,KD0108,I-ENG,402225,Abuja Road,Emmanuel Okolo,08/07/2024 15:04,08/07/2024 15:43,39.00000000139698,0.6500000000232831,<2hrs,Power,DG Fault,Hybrid Fault,"hybrid to DG synchronization failure due to under frequency alarm. Alarm was cleared, DG powered.",Incident,Gold,Gold,NORTH WEST,28519047_2024-07-08 15:04:00
28515025,Closed,Major,SITE DOWN AT FC5955,FC5955,I-ENG,405017,Lugbe,Uche Obasi,08/07/2024 12:29,08/07/2024 13:57,88.00000000395812,1.4666666667326351,<2hrs,Power,DG Fault,Generator Fault,FAUTLY DG EXHAUSE PIPE WAS WORKED ON,Incident,Platinum COLO,Silver,NORTH WEST,28515025_2024-07-08 12:29:00
28514991,Closed,Major,SITE DOWN AT AB1329,AB1329,I-ENG,627370,Apo,Uche Obasi,08/07/2024 12:05,08/07/2024 13:27,82.00000001,1.3666666667559184,<2hrs,Power,DG Fault,DG Panel Alarms,"DG FAILED TO START ALARM, ALARM WAS CLEARED AND DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28514991_2024-07-08 12:05:00
28514344,Closed,Major,SITE DOWN AT KG0083,KG0083,I-ENG,402367,Okene,Uche Obasi,08/07/2024 11:59,08/07/2024 12:23,24.000000004889444,0.4000000000814907,<2hrs,Power,Fuel Outage,Low Fuel,LOW DEISEL LEVEL// DIESEL WAS TOPPED AND DG POWERED,Incident,Platinum,Platinum,NORTH WEST,28514344_2024-07-08 11:59:00
28514712,Closed,Major,SITE DOWN AT AB0481,AB0481,I-ENG,628463,Lugbe,Uche Obasi,08/07/2024 10:58,08/07/2024 13:01,123.00000000279395,2.050000000046566,2hrs - 4hrs,Power,DC Power,Malfunctioning,FAULTY RECTIFIER LOAD BRAKER WAS WORKED ON,Incident,Silver,Silver,NORTH WEST,28514712_2024-07-08 10:58:00
28513554,Closed,Major,SITE DOWN AT KG0043,KG0043,I-ENG,402345,Okene,Uche Obasi,08/07/2024 09:48,08/07/2024 13:33,225.0,3.75,2hrs - 4hrs,Power,DG Fault,Generator Fault,FAULTY INJECTOR  PUMP WAS WORKED AND DG POWERED,Incident,Platinum,Platinum,NORTH WEST,28513554_2024-07-08 09:48:00
28516945,Closed,Major,SITE DOWN AT KG0084,KG0084,I-ENG,402368,Okene,Uche Obasi,08/07/2024 09:32,08/07/2024 18:25,532.9999999981374,8.883333333,>4hrs,Power,Fuel Outage,Low Fuel,LOW DIESEL LEVEL DIESEL WAS TOPPED AND DG POWERED/DL 224L RH 19973,Incident,Platinum,Platinum,NORTH WEST,28516945_2024-07-08 09:32:00
28509794,Closed,Major,SITE DOWN AT KB0235+1SUB,KB0235,I-ENG,402107,Zuru,John  Adejo,08/07/2024 08:22,08/07/2024 09:50,87.99999999348074,1.4666666665580124,<2hrs,Power,DG Fault,Faulty DG Contactor,FAILED GAVE CONTACTOR WAS RESET,Incident,Gold,Gold,NORTH WEST,28509794_2024-07-08 08:22:00
28510256,Closed,Major,SITE DOWN AT KG0043,KG0043,I-ENG,402345,Okene,Uche Obasi,08/07/2024 08:04,08/07/2024 08:45,41.00000000791624,0.6833333334652707,<2hrs,Power,DG Fault,Generator Fault,FAULTY  INJECTOR PUMP WAS SERVICED AND POWERED /DL 217L RH5836,Incident,Platinum,Platinum,NORTH WEST,28510256_2024-07-08 08:04:00
28511926,Closed,Major,SITE DOWN AT KD2268,KD2268,I-ENG,405256,Kachia Road,Emmanuel Okolo,08/07/2024 07:54,08/07/2024 08:01,6.999999991385266,0.1166666665230877,<2hrs,Power,DG Fault,DG Oil,"LOW OIL LEVEL PRESSURE, ENGINE OIL WAS TOPPED",Incident,Silver,Silver,NORTH WEST,28511926_2024-07-08 07:54:00
28508069,Closed,Major,SITE DOWN @ AB1332,AB1332,I-ENG,627091,Kubwa,Uche Obasi,08/07/2024 06:38,08/07/2024 07:09,31.00000000675209,0.5166666667792015,<2hrs,Power,DG Fault,Generator Fault,"WEAK DG / DG WAS PRIMED TO START DL 811,  RH 26349",Incident,Silver,Silver,NORTH WEST,28508069_2024-07-08 06:38:00
28510581,Closed,Major,SITE DOWN @ KD0410,KD0410,I-ENG,402275,Zaria 2,Emmanuel Okolo,08/07/2024 06:25,08/07/2024 13:28,423.0000000062864,7.050000000104774,>4hrs,Power,DG Fault,Generator Fault,"FAULTY MAIN DG. MDG WAS DEPLOYED, SITE POWERED",Incident,Silver,Silver,NORTH WEST,28510581_2024-07-08 06:25:00
28506742,Closed,Major,SITE DOWN@NI0512,NI0512,I-ENG,408301,Minna 2,Yusuf Abdullahi,08/07/2024 06:20,08/07/2024 06:50,29.99999999301508,0.4999999998835847,<2hrs,Power,DG Fault,DG Coolant low,"FSE CHIROMA CONFIRMED HIGH TEMP ON DG DUE TO LOW WATER LEVEL IN RADIATOR, RADIATOR FLUSHED AND WATER WAS ADDED_x000D_
DL:469_x000D_
GRH:21093",Incident,Platinum COLO,Silver,NORTH WEST,28506742_2024-07-08 06:20:00
28508442,Closed,Major,SITE DOWN @ KD0063,KD0063,I-ENG,402181,Zaria 2,Emmanuel Okolo,08/07/2024 05:46,08/07/2024 06:44,58.00000000046566,0.9666666666744276,<2hrs,Power,DC Power,Rectifier Fault|Module Fault,FAULTY RECTIFIER MODULE WAS WORKED ON. DL=1495L DGRH= 15576,Incident,Platinum COLO,Silver,NORTH WEST,28508442_2024-07-08 05:46:00
28505749,Closed,Major,SITE DOWN@KN1108,KN1108,I-ENG,629585,Sabon Gari,Usman Shaibu,08/07/2024 05:15,08/07/2024 06:00,45.0,0.75,<2hrs,Power,DG Fault,DG Hard Start,"SYNC FAILURE  FROM HYBRID TO DG DUE TO DG FAILED TO START ,ALARM CLEARED DG POWERED",Incident,Silver,Silver,NORTH EAST,28505749_2024-07-08 05:15:00
28505981,Closed,Major,SITE DOWN @ KG0024,KG0024,I-ENG,402328,Okene,Uche Obasi,08/07/2024 05:02,08/07/2024 06:34,91.99999999604188,1.5333333332673649,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED DL 318, RH 3946",Incident,Silver,Silver,NORTH WEST,28505981_2024-07-08 05:02:00
28505650,Closed,Major,SITE DOWN @ NI0696(FC2362),FC2362,I-ENG,405405,Suleja,Yusuf Abdullahi,08/07/2024 04:29,08/07/2024 07:20,171.00000000209548,2.8500000000349246,2hrs - 4hrs,Power,Fuel Outage,Low Fuel,"RS COSMOS CONFIRMED SITE DOWN DUE TO DIESEL OUTAGE, 60L WAS SUPPLIED AND DG POWERED",Incident,Platinum COLO,Silver,NORTH WEST,28505650_2024-07-08 04:29:00
28505485,Closed,Major,SITE DOWN @ KG0083,KG0083,I-ENG,402367,Okene,Uche Obasi,08/07/2024 04:23,08/07/2024 05:35,72.00000000419095,1.2000000000698492,<2hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED DL 306, RH 4081",Incident,Platinum,Platinum,NORTH WEST,28505485_2024-07-08 04:23:00
28505247,Closed,Major,SITE DOWN @ KD1052,KD1052,I-ENG,627478,Abuja Road,Emmanuel Okolo,08/07/2024 04:14,08/07/2024 06:14,120.00000000349246,2.000000000058208,2hrs - 4hrs,Power,DG Fault,DG Starter Battery Fault,"hybrid synch failure  due partial contact on the starter relay. DL 379, RH 6604",Incident,Silver,Silver,NORTH WEST,28505247_2024-07-08 04:14:00
28504435,Closed,Major,SITE DOWN @ KG0097,KG0097,I-ENG,402372,Idah,Uche Obasi,08/07/2024 03:08,08/07/2024 12:59,591.0,9.849999999976715,>4hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED",Incident,Gold,Gold,NORTH WEST,28504435_2024-07-08 03:08:00
28502910,Closed,Major,SITE DOWN@NI0053,NI0053,I-ENG,403441,Mokwa,Yusuf Abdullahi,08/07/2024 01:19,08/07/2024 03:30,131.00000000791624,2.1833333334652707,2hrs - 4hrs,Power,Fuel Outage,No Fuel,"RS COSMOS CONFIRMED SITE DOWN DUE TO DIESEL OUTAGE, 60L WAS SUPPLIED AND DG POWERED_x000D_
DL:260_x000D_
GRH:9568",Incident,Platinum COLO,Gold,NORTH WEST,28502910_2024-07-08 01:19:00
28502874,Closed,Major,SITE DOWN@KB0244,KB0244,I-ENG,402113,Kebbi Metro,John  Adejo,08/07/2024 01:15,08/07/2024 01:45,29.99999999301508,0.4999999998835847,<2hrs,Power,DG Fault,Faulty Battery,"FSE ABRAHAM CONFIRMED FLAT DG BATTERY, EXTERNAL BATTERY WAS USED TO POWER SITE_x000D_
DL:410_x000D_
GRH:21830",Incident,Silver,Silver,NORTH WEST,28502874_2024-07-08 01:15:00
28502649,Closed,Major,SITE DOWN@KN0025,KN0025,I-ENG,402329,Kano 2,Usman Shaibu,08/07/2024 01:00,08/07/2024 01:30,30.00000000349246,0.5000000000582077,<2hrs,Power,DG Fault,Generator Failure,"FSE DANIEL CONFIRMED FAULTY INJECTOR PUMP, IT WAS WORKED ON_x000D_
DL:414_x000D_
GRH:8868",Incident,Platinum COLO,Gold,NORTH EAST,28502649_2024-07-08 01:00:00
28504734,Closed,Major,SITE DOWN @ KD0410,KD0410,I-ENG,402275,Zaria 2,Emmanuel Okolo,08/07/2024 00:00,08/07/2024 06:24,384.00000000488944,6.400000000081491,>4hrs,Power,DG Fault,Generator Fault,DG  MAJOR FAULT BUB WAS DEPLOYED TO SITE,Incident,Silver,Silver,NORTH WEST,28504734_2024-07-08 00:00:00
28500758,Closed,Major,SITE DOWN @ KG0025,KG0025,I-ENG,402282,Okene,Uche Obasi,08/07/2024 00:00,08/07/2024 03:04,184.0000000025612,3.0666666667093523,2hrs - 4hrs,Power,Fuel Outage,Low Fuel,"LOW DIESEL AT SITE, DIESEL WAS TOPPED AND DG POWERED DL 251, RH 16566",Incident,Platinum COLO,Silver,NORTH WEST,28500758_2024-07-08 00:00:00
28494264,Closed,Major,SITE DOWN@KG0009,KG0009,I-ENG,402280,Okene,Uche Obasi,08/07/2024 00:00,08/07/2024 01:40,100.00000000116415,1.6666666666860692,<2hrs,Power,ATS Fault,ATS Fault,"FAULTY ATS PANEL WAS WORKED ON, DL : 217L ; RH : 4750",Incident,Platinum COLO,Silver,NORTH WEST,28494264_2024-07-08 00:00:00
28551915,New,Major,SITE DOWN@KG0553,KG0553,I-ENG,405303,Idah,Uche Obasi,09/07/2024 21:55,09/07/2024 23:59,123.99999999557622,2.066666666592937,2hrs - 4hrs,Power,Fuel Outage,Low Fuel,DIESEL OUTAGE TEAM SOURCING FOR DIESEL,Incident,Silver,Silver,NORTH WEST,28551915_2024-07-09 21:55:00
28551828,Closed,Major,SITE DOWN AT KD0041,KD0041,I-ENG,402159,Kaduna Town,Emmanuel Okolo,09/07/2024 21:42,09/07/2024 23:06,84.00000000139698,1.400000000023283,<2hrs,Power,DG Fault,DG Starter Battery Fault,"FSE OPEYEMI CONFIRMED DG CRANK BATTERY LOOSE TERMINALS WERE RECONNECTED, DG POWERED DL=671L DGRH=13078",Incident,Silver,Silver,NORTH WEST,28551828_2024-07-09 21:42:00
